issue_id,created_at_x,new_value_x,created_at_y,new_value_y
58bfcf3d0ccb2667fe270184,2014-03-13 18:16:53.798,Closed,2014-01-20 11:21:50.386,Open
58bfcf3d0ccb2667fe270184,2014-03-13 18:16:53.798,Closed,2014-01-12 17:52:34.220,Open
58bfcf430ccb2667fe270243,2014-03-13 18:16:54.937,Closed,2013-09-08 17:11:29.418,Open
58bfcf430ccb2667fe270243,2014-03-13 18:16:54.937,Closed,2013-09-09 05:24:23.101,Open
58bfcf4c0ccb2667fe270399,2014-03-13 18:16:55.536,Closed,2010-11-10 01:37:55.642,Open
58bfcf500ccb2667fe2703f4,2014-03-13 18:16:56.681,Closed,2013-12-15 10:36:32.314,Open
58bfcf500ccb2667fe2703f3,2014-03-13 18:17:01.127,Closed,2013-12-23 20:15:57.482,Open
58bfcf500ccb2667fe2703f3,2014-03-13 18:17:01.127,Closed,2013-12-24 04:56:51.304,Open
58bfcf710ccb2667fe27095c,2014-03-13 18:17:05.939,Closed,2013-12-10 22:57:38.960,Open
58bfcf710ccb2667fe27095c,2014-03-13 18:17:05.939,Closed,2013-12-11 00:12:11.936,Open
58bfcf390ccb2667fe2700ee,2014-03-13 18:16:52.935,Closed,2012-12-07 21:30:59.911,Open
58bfcf390ccb2667fe2700ee,2014-03-13 18:16:52.935,Closed,2012-12-07 18:40:12.413,Open
58bfcf390ccb2667fe2700ee,2014-03-13 18:16:52.935,Closed,2012-12-07 20:29:42.488,Open
58bfcf390ccb2667fe2700ee,2014-03-13 18:16:52.935,Closed,2012-12-07 18:57:27.666,Open
58bfcf3f0ccb2667fe2701d2,2014-03-13 18:16:53.264,Closed,2014-01-15 09:22:08.688,Open
58bfcf3f0ccb2667fe2701d2,2014-03-13 18:16:53.264,Closed,2014-01-15 15:36:08.949,Open
58bfcf3f0ccb2667fe2701d2,2014-03-13 18:16:53.264,Closed,2014-01-13 17:15:32.804,Open
58bfcf3f0ccb2667fe2701d2,2014-03-13 18:16:53.264,Closed,2014-01-15 09:50:02.269,Open
58bfcf3f0ccb2667fe2701d2,2014-03-13 18:16:53.264,Closed,2013-12-14 06:44:21.395,Open
58bfcf480ccb2667fe2702ff,2014-03-13 18:16:55.090,Closed,2013-10-07 23:42:30.616,Open
58bfcf540ccb2667fe270492,2014-03-13 18:16:57.427,Closed,2012-08-30 04:59:11.424,Open
58bfcf510ccb2667fe27040c,2014-03-13 18:16:56.483,Closed,2013-09-18 11:26:43.039,Open
58bfcf510ccb2667fe27040c,2014-03-13 18:16:56.483,Closed,2013-09-20 18:06:20.929,Open
58bfcf510ccb2667fe27040c,2014-03-13 18:16:56.483,Closed,2013-09-19 13:06:59.547,Open
58bfcf510ccb2667fe27040c,2014-03-13 18:16:56.483,Closed,2013-09-20 03:57:35.100,Open
58bfcf630ccb2667fe2706d9,2014-03-13 18:17:01.660,Closed,2013-10-01 21:42:12.680,Open
58bfcf630ccb2667fe2706d9,2014-03-13 18:17:01.660,Closed,2012-12-13 17:49:16.053,Open
58bfcf630ccb2667fe2706d9,2014-03-13 18:17:01.660,Closed,2013-05-06 12:37:53.535,Open
58bfcf670ccb2667fe270784,2014-03-13 18:17:02.761,Closed,2013-09-07 20:25:27.157,Open
58bfce750ccb2667fe26f0ca,2014-03-13 18:17:05.286,Closed,2013-09-03 11:10:51.769,Open
58bfcf540ccb2667fe270491,2014-03-13 18:17:06.174,Closed,2013-09-05 07:57:37.314,Open
58bfcf540ccb2667fe270491,2014-03-13 18:17:06.174,Closed,2013-09-18 11:04:50.915,Open
58bfcf540ccb2667fe270491,2014-03-13 18:17:06.174,Closed,2013-05-17 00:20:07.996,Open
58bfcf590ccb2667fe2705a7,2014-03-13 18:16:58.836,Closed,2012-06-19 16:07:07.809,Open
58bfcf590ccb2667fe2705a7,2014-03-13 18:16:58.836,Closed,2012-09-10 18:51:30.024,Open
58bfceb60ccb2667fe26f604,2014-03-13 18:17:00.563,Closed,2012-12-08 16:34:44.446,Open
58bfcf760ccb2667fe270a32,2014-03-13 18:17:06.383,Closed,2012-12-16 20:28:53.700,Open
58bfcf580ccb2667fe27056e,2014-03-13 18:16:58.359,Closed,2011-10-27 22:24:55.995,Open
58bfcf700ccb2667fe270921,2014-03-13 18:17:04.859,Closed,2012-12-12 14:23:59.450,Open
58bfcf810ccb2667fe270b95,2014-03-13 18:17:09.096,Closed,2013-10-02 03:20:45.850,Open
58bfcf810ccb2667fe270b95,2014-03-13 18:17:09.096,Closed,2013-09-20 17:57:04.201,Open
58bfcf970ccb2667fe270e21,2014-03-13 18:17:14.047,Closed,2013-10-20 08:58:24.710,Open
58bfcf970ccb2667fe270e21,2014-03-13 18:17:14.047,Closed,2013-09-29 22:45:08.718,Open
58bfcf970ccb2667fe270e21,2014-03-13 18:17:14.047,Closed,2013-10-08 16:47:12.340,Open
58bfcf970ccb2667fe270e21,2014-03-13 18:17:14.047,Closed,2013-10-02 22:38:27.651,Open
58bfcf970ccb2667fe270e21,2014-03-13 18:17:14.047,Closed,2013-08-04 15:54:36.227,Open
58bfcf990ccb2667fe270ebd,2014-03-13 18:17:15.592,Closed,2014-01-03 09:26:56.911,Open
58bfd04f0ccb2667fe271dec,2014-03-13 18:16:54.784,Closed,2013-05-10 23:03:04.867,Open
58bfcf6a0ccb2667fe2707f9,2014-03-13 18:17:11.475,Closed,2013-05-10 20:58:09.747,Open
58bfcf6a0ccb2667fe2707f9,2014-03-13 18:17:11.475,Closed,2013-05-09 09:46:04.097,Open
58bfd1010ccb2667fe272f5e,2014-03-13 18:17:04.608,Closed,2013-03-14 09:04:31.311,Open
58bfd1010ccb2667fe272f5e,2014-03-13 18:17:04.608,Closed,2013-05-31 09:12:54.518,Open
58bfd0410ccb2667fe271c76,2014-03-13 18:17:14.755,Closed,2013-10-26 18:03:18.405,Open
58bfd0410ccb2667fe271c76,2014-03-13 18:17:14.755,Closed,2013-10-04 03:13:38.047,Open
58bfd0410ccb2667fe271c76,2014-03-13 18:17:14.755,Closed,2012-05-02 04:49:48.297,Open
58bfcf470ccb2667fe2702d9,2014-03-13 18:16:55.671,Closed,2013-12-19 03:39:27.450,Open
58bfcf5b0ccb2667fe2705e0,2014-03-13 18:16:59.497,Closed,2012-03-19 06:36:41.912,Open
58bfce8e0ccb2667fe26f21e,2014-03-13 18:17:02.153,Closed,2013-05-13 23:57:28.076,Open
58bfce8e0ccb2667fe26f21e,2014-03-13 18:17:02.153,Closed,2013-05-03 08:16:41.453,Open
58bfce8e0ccb2667fe26f21e,2014-03-13 18:17:02.153,Closed,2013-01-08 13:41:14.775,Open
58bfce8e0ccb2667fe26f21e,2014-03-13 18:17:02.153,Closed,2013-04-22 21:17:08.524,Open
58bfcf7f0ccb2667fe270b49,2014-03-13 18:17:08.867,Closed,2013-09-05 21:03:35.277,Open
58bfcf7f0ccb2667fe270b49,2014-03-13 18:17:08.867,Closed,2012-06-29 18:23:17.419,Open
58bfcf7f0ccb2667fe270b49,2014-03-13 18:17:08.867,Closed,2012-04-26 17:24:53.635,Open
58bfcf860ccb2667fe270c31,2014-03-13 18:17:10.804,Closed,2013-09-07 20:25:58.849,Open
58bfcf860ccb2667fe270c31,2014-03-13 18:17:10.804,Closed,2013-09-07 11:30:58.068,Open
58bfd16e0ccb2667fe27378f,2014-03-13 18:17:13.533,Closed,2013-11-21 15:45:41.705,Open
58bfd16e0ccb2667fe27378f,2014-03-13 18:17:13.533,Closed,2013-11-15 08:11:00.102,Open
58bfd16e0ccb2667fe27378f,2014-03-13 18:17:13.533,Closed,2013-03-22 22:35:59.883,Open
58bfd16e0ccb2667fe27378f,2014-03-13 18:17:13.533,Closed,2013-03-22 21:45:31.543,Open
58bfd16e0ccb2667fe27378f,2014-03-13 18:17:13.533,Closed,2013-04-19 20:01:11.417,Open
58bfd27f0ccb2667fe275075,2016-07-21 20:18:21.042,Closed,2015-08-20 08:24:20.937,Open
58bfd27f0ccb2667fe275075,2016-07-21 20:18:21.042,Closed,2015-08-24 03:32:52.716,Open
58bfd27f0ccb2667fe275075,2016-07-21 20:18:21.042,Closed,2015-08-22 04:27:50.292,Open
58bfd27f0ccb2667fe275075,2016-07-21 20:18:21.042,Closed,2015-08-25 00:56:40.151,Open
58bfd2a00ccb2667fe2754c7,2016-07-21 20:18:31.457,Closed,2015-10-26 18:16:07.151,Open
58bfcf0d0ccb2667fe26fcc6,2014-03-13 18:17:11.004,Closed,2013-06-08 09:28:23.542,Open
58bfcf0d0ccb2667fe26fcc6,2014-03-13 18:17:11.004,Closed,2013-07-03 22:06:28.038,Open
58bfd2780ccb2667fe274f7f,2016-07-21 20:18:17.065,Closed,2015-08-12 10:41:35.288,Open
58bfd2880ccb2667fe2751fc,2016-07-21 20:18:24.426,Closed,2015-07-24 16:43:24.271,Open
58bfd2880ccb2667fe2751fc,2016-07-21 20:18:24.426,Closed,2015-07-20 14:58:12.071,Open
58bfd1040ccb2667fe272fb5,2016-07-21 20:18:27.194,Closed,2015-01-05 05:45:57.329,Open
58bfd1040ccb2667fe272fb5,2016-07-21 20:18:27.194,Closed,2015-02-02 18:00:09.608,Open
58bfd1040ccb2667fe272fb5,2016-07-21 20:18:27.194,Closed,2015-02-06 05:31:32.644,Open
58bfd2a70ccb2667fe27560f,2016-07-21 20:18:33.383,Closed,2016-05-23 14:28:05.206,Open
58bfd2a70ccb2667fe27560f,2016-07-21 20:18:33.383,Closed,2016-05-23 10:53:22.488,Open
58bfcee10ccb2667fe26f9ef,2016-07-21 20:18:33.080,Closed,2014-05-19 22:31:13.347,Open
58bfcee10ccb2667fe26f9ef,2016-07-21 20:18:33.080,Closed,2014-03-11 00:46:55.152,Open
58bfcf890ccb2667fe270cb3,2014-03-13 18:17:11.757,Closed,2013-05-16 08:31:07.921,Open
58bfcf890ccb2667fe270cb3,2014-03-13 18:17:11.757,Closed,2013-05-16 07:35:12.437,Open
58bfcf890ccb2667fe270cb3,2014-03-13 18:17:11.757,Closed,2013-05-15 22:18:17.945,Open
58bfcf8e0ccb2667fe270d42,2014-03-13 18:17:12.379,Closed,2013-12-30 11:40:38.826,Open
58bfcf3c0ccb2667fe270153,2014-03-13 18:16:52.307,Closed,2013-09-18 01:53:08.231,Open
58bfcf3c0ccb2667fe270153,2014-03-13 18:16:52.307,Closed,2013-09-18 21:36:41.689,Open
58bfcf440ccb2667fe270264,2014-03-13 18:16:54.316,Closed,2013-03-03 01:48:09.379,Open
58bfcf5f0ccb2667fe27064d,2014-03-13 18:17:00.328,Closed,2013-09-07 11:42:38.601,Open
58bfcf680ccb2667fe2707a5,2014-03-13 18:17:02.516,Closed,2013-10-19 09:30:00.785,Open
58bfcf680ccb2667fe2707a5,2014-03-13 18:17:02.516,Closed,2012-11-05 22:49:23.906,Open
58bfcf680ccb2667fe2707a5,2014-03-13 18:17:02.516,Closed,2012-11-06 22:42:24.979,Open
58bfcf110ccb2667fe26fd3f,2014-03-13 18:16:57.847,Closed,2013-09-12 19:45:05.654,Open
58bfcf110ccb2667fe26fd3f,2014-03-13 18:16:57.847,Closed,2013-08-14 07:23:10.758,Open
58bfcf110ccb2667fe26fd3f,2014-03-13 18:16:57.847,Closed,2013-09-18 09:31:24.514,Open
58bfcf110ccb2667fe26fd3f,2014-03-13 18:16:57.847,Closed,2013-09-03 07:20:50.061,Open
58bfcf640ccb2667fe270715,2014-03-13 18:17:01.937,Closed,2013-10-09 16:44:58.854,Open
58bfcf660ccb2667fe270758,2014-03-13 18:17:01.403,Closed,2013-08-30 18:47:43.917,Open
58bfcf660ccb2667fe270758,2014-03-13 18:17:01.403,Closed,2013-02-03 06:53:38.264,Open
58bfcf6b0ccb2667fe27086d,2014-03-13 18:17:03.620,Closed,2013-09-30 19:54:21.542,Open
58bfcf790ccb2667fe270a87,2014-03-13 18:17:06.551,Closed,2013-10-07 23:48:50.587,Open
58bfcf790ccb2667fe270a87,2014-03-13 18:17:06.551,Closed,2013-09-08 04:49:33.650,Open
58bfcf880ccb2667fe270c6e,2014-03-13 18:17:10.407,Closed,2013-12-03 15:34:16.592,Open
58bfcf880ccb2667fe270c6e,2014-03-13 18:17:10.407,Closed,2013-11-28 15:08:57.975,Open
58bfcf880ccb2667fe270c6e,2014-03-13 18:17:10.407,Closed,2013-02-03 06:32:54.468,Open
58bfcf8d0ccb2667fe270d20,2014-03-13 18:17:12.047,Closed,2013-12-30 11:54:11.034,Open
58bfcf8d0ccb2667fe270d20,2014-03-13 18:17:12.047,Closed,2013-12-31 10:09:01.878,Open
58bfcf930ccb2667fe270db2,2014-03-13 18:17:13.347,Closed,2013-12-21 03:00:49.203,Open
58bfcf930ccb2667fe270db2,2014-03-13 18:17:13.347,Closed,2014-02-12 13:43:16.957,Open
58bfcf4a0ccb2667fe270328,2014-03-13 18:31:49.084,Closed,2013-11-04 01:48:50.927,Open
58bfcf4a0ccb2667fe270328,2014-03-13 18:31:49.084,Closed,2013-11-01 04:56:24.573,Open
58bfcf4a0ccb2667fe270328,2014-03-13 18:31:49.084,Closed,2013-11-04 00:24:14.392,Open
58bfcf4a0ccb2667fe270328,2014-03-13 18:31:49.084,Closed,2013-11-01 02:47:39.999,Open
58bfcf4a0ccb2667fe270328,2014-03-13 18:31:49.084,Closed,2013-11-04 03:50:11.051,Open
58bfcf4a0ccb2667fe270328,2014-03-13 18:31:49.084,Closed,2013-10-31 04:51:23.680,Open
58bfcf4a0ccb2667fe270328,2014-03-13 18:31:49.084,Closed,2013-10-31 14:09:57.274,Open
58bfd2b00ccb2667fe275752,2016-07-21 20:18:37.279,Closed,2015-10-15 22:00:13.007,Open
58bfd2ae0ccb2667fe275723,2016-07-21 20:18:36.532,Closed,2015-12-15 03:37:18.929,Open
58bfd2ae0ccb2667fe275723,2016-07-21 20:18:36.532,Closed,2015-12-12 18:02:46.875,Open
58bfd1070ccb2667fe273022,2016-07-21 20:18:39.658,Closed,2015-10-31 22:32:30.423,Open
58bfd1070ccb2667fe273022,2016-07-21 20:18:39.658,Closed,2014-01-29 21:17:54.858,Open
58bfd1070ccb2667fe273022,2016-07-21 20:18:39.658,Closed,2014-01-30 16:19:58.999,Open
58bfd1070ccb2667fe273022,2016-07-21 20:18:39.658,Closed,2014-02-02 18:41:04.825,Open
58bfd1070ccb2667fe273022,2016-07-21 20:18:39.658,Closed,2014-01-30 17:35:45.782,Open
58bfd1a20ccb2667fe273bc0,2016-07-21 20:18:45.511,Closed,2016-06-06 21:45:47.037,Open
58bfd1a20ccb2667fe273bc0,2016-07-21 20:18:45.511,Closed,2016-06-08 04:53:56.484,Open
58bfd2820ccb2667fe2750eb,2016-07-21 20:18:21.693,Closed,2016-06-23 14:29:02.781,Open
58bfd2820ccb2667fe2750eb,2016-07-21 20:18:21.693,Closed,2016-05-20 19:28:06.184,Open
58bfd2820ccb2667fe2750eb,2016-07-21 20:18:21.693,Closed,2016-06-23 18:52:36.609,Open
58bfd2820ccb2667fe2750eb,2016-07-21 20:18:21.693,Closed,2016-05-21 09:07:36.530,Open
58bfd2820ccb2667fe2750eb,2016-07-21 20:18:21.693,Closed,2016-06-19 14:40:35.939,Open
58bfd2820ccb2667fe2750eb,2016-07-21 20:18:21.693,Closed,2016-06-21 17:05:49.406,Open
58bfd2820ccb2667fe2750eb,2016-07-21 20:18:21.693,Closed,2016-05-21 21:01:12.345,Open
58bfd2bc0ccb2667fe2758f1,2016-07-21 20:18:42.551,Closed,2015-12-05 22:24:36.694,Open
58bfd2a10ccb2667fe2754d6,2016-07-21 20:18:31.167,Closed,2016-03-10 00:49:21.630,Open
58bfd2a10ccb2667fe2754d6,2016-07-21 20:18:31.167,Closed,2016-03-15 17:09:45.158,Open
58bfd2a10ccb2667fe2754d6,2016-07-21 20:18:31.167,Closed,2016-03-30 13:19:50.588,Open
58bfd2b80ccb2667fe27585a,2016-07-21 20:18:41.259,Closed,2015-06-10 01:58:21.338,Open
58bfcf1a0ccb2667fe26fdac,2014-03-13 18:17:07.463,Closed,2013-10-22 10:59:11.063,Open
58bfd2f50ccb2667fe275e96,2016-09-04 05:28:47.768,Closed,2016-02-03 23:02:14.226,Open
58bfd2f50ccb2667fe275e96,2016-09-04 05:28:47.768,Closed,2015-08-24 04:24:46.216,Open
58bfd2f50ccb2667fe275e96,2016-09-04 05:28:47.768,Closed,2016-01-30 04:30:40.332,Open
58bfd2f50ccb2667fe275e96,2016-09-04 05:28:47.768,Closed,2016-08-08 10:19:46.607,Open
58bfd2f50ccb2667fe275e96,2016-09-04 05:28:47.768,Closed,2016-02-02 05:08:14.148,Open
58bfd2b50ccb2667fe2757c0,2016-07-21 20:18:38.428,Closed,2016-05-03 17:43:31.948,Open
58bfd2b50ccb2667fe2757c0,2016-07-21 20:18:38.428,Closed,2016-05-17 21:11:22.590,Open
58bfd2a80ccb2667fe27563c,2016-07-21 20:18:33.679,Closed,2015-08-25 14:21:49.939,Open
58bfd2a80ccb2667fe27563c,2016-07-21 20:18:33.679,Closed,2015-08-22 04:10:08.721,Open
58bfd1cf0ccb2667fe273ebe,2016-07-21 20:18:23.658,Closed,2015-10-30 11:34:19.507,Open
58bfd1cf0ccb2667fe273ebe,2016-07-21 20:18:23.658,Closed,2015-10-29 22:09:13.945,Open
58bfd1cf0ccb2667fe273ebe,2016-07-21 20:18:23.658,Closed,2015-10-30 15:53:18.367,Open
58bfd1cf0ccb2667fe273ebe,2016-07-21 20:18:23.658,Closed,2015-12-09 21:31:31.545,Open
58bfd1cf0ccb2667fe273ebe,2016-07-21 20:18:23.658,Closed,2015-10-30 12:20:53.174,Open
58bfd1cf0ccb2667fe273ebe,2016-07-21 20:18:23.658,Closed,2015-10-29 23:49:21.478,Open
58bfd1cf0ccb2667fe273ebe,2016-07-21 20:18:23.658,Closed,2015-12-10 09:32:27.815,Open
58bfd2170ccb2667fe2746ad,2016-07-21 20:18:24.904,Closed,2016-03-10 00:39:08.331,Open
58bfd2990ccb2667fe2753ef,2016-07-21 20:18:28.838,Closed,2015-10-26 08:59:58.213,Open
58bfd2a50ccb2667fe275593,2016-07-21 20:18:32.148,Closed,2016-06-19 14:59:28.859,Open
58bfd2a50ccb2667fe275593,2016-07-21 20:18:32.148,Closed,2016-06-23 10:08:59.706,Open
58bfd2f80ccb2667fe275ec4,2016-09-04 05:28:45.661,Closed,2016-07-28 23:02:17.758,Open
58bfd2b90ccb2667fe275894,2016-07-21 20:18:40.467,Closed,2012-01-23 20:03:15.231,Open
58bfd1c50ccb2667fe273e32,2016-07-21 20:18:32.590,Closed,2016-05-21 19:12:27.320,Open
58bfcfd90ccb2667fe2713d4,2014-03-13 18:16:56.130,Closed,2013-08-29 12:42:13.250,Open
58bfcfd90ccb2667fe2713d4,2014-03-13 18:16:56.130,Closed,2013-11-07 10:47:01.548,Open
58bfcfd90ccb2667fe2713d4,2014-03-13 18:16:56.130,Closed,2013-10-24 15:09:52.886,Open
58bfcfd90ccb2667fe2713d4,2014-03-13 18:16:56.130,Closed,2012-03-19 05:56:23.658,Open
58bfd35f0ccb2667fe2767d9,2014-03-13 18:17:04.070,Closed,2013-04-18 12:14:40.008,Open
58bfd35f0ccb2667fe2767d9,2014-03-13 18:17:04.070,Closed,2013-03-14 05:05:14.476,Open
58bfcaa20ccb2667fe269e77,2008-09-09 21:11:22.602,Closed,2008-07-31 21:00:25.237,Open
58bfcab20ccb2667fe269f27,2008-10-26 01:10:37.506,Closed,2008-09-30 13:15:25.956,Open
58bfcab20ccb2667fe269f27,2008-10-26 01:10:37.506,Closed,2008-10-02 21:02:59.718,Open
58bfcacb0ccb2667fe26a16d,2008-10-26 01:10:41.876,Closed,2008-08-29 00:25:13.447,Open
58bfcabc0ccb2667fe26a033,2008-10-26 01:10:41.836,Closed,2008-08-07 21:46:40.366,Open
58bfcaae0ccb2667fe269edb,2008-10-26 01:10:42.970,Closed,2008-09-17 05:06:34.963,Open
58bfcaae0ccb2667fe269edb,2008-10-26 01:10:42.970,Closed,2008-09-15 23:50:12.062,Open
58bfcaaf0ccb2667fe269ef4,2008-10-26 01:10:37.628,Closed,2008-10-01 23:00:45.842,Open
58bfc53475da6d1bb6166a83,2008-09-09 21:11:22.602,Closed,2008-07-31 21:00:25.237,Open
58bfcb600ccb2667fe26ad13,2009-07-08 20:24:00.965,Closed,2009-04-01 23:59:10.322,Open
58bfcb600ccb2667fe26ad13,2009-07-08 20:24:00.965,Closed,2009-04-01 22:02:58.409,Open
58bfcaae0ccb2667fe269ee8,2008-10-26 01:10:37.939,Closed,2008-06-11 21:47:40.598,Open
58bfcaae0ccb2667fe269ee8,2008-10-26 01:10:37.939,Closed,2008-07-28 17:40:48.108,Open
58bfcabb0ccb2667fe26a012,2008-10-26 01:10:38.089,Closed,2008-10-18 00:22:32.148,Open
58bfcabb0ccb2667fe26a012,2008-10-26 01:10:38.089,Closed,2008-10-16 22:25:16.995,Open
58bfcad00ccb2667fe26a236,2008-10-26 01:10:41.999,Closed,2008-09-09 18:09:56.930,Open
58bfcb710ccb2667fe26adcf,2009-07-08 20:24:00.817,Closed,2009-04-14 01:10:11.200,Open
58bfcb840ccb2667fe26af87,2009-07-08 20:24:02.879,Closed,2009-04-16 08:12:24.439,Open
58bfcb400ccb2667fe26aa90,2009-07-08 20:24:03.284,Closed,2009-05-04 22:32:04.459,Open
58bfcb9a0ccb2667fe26b199,2009-07-08 20:24:04.784,Closed,2009-05-20 17:35:40.910,Open
58bfcbaa0ccb2667fe26b2d3,2009-07-08 20:24:05.758,Closed,2009-06-08 22:37:11.366,Open
58bfcbaa0ccb2667fe26b2d3,2009-07-08 20:24:05.758,Closed,2009-06-09 18:29:36.557,Open
58bfcaa00ccb2667fe269e5f,2009-02-13 21:18:48.766,Closed,2009-01-30 05:50:54.867,Open
58bfcaa00ccb2667fe269e5f,2009-02-13 21:18:48.766,Closed,2009-01-26 13:41:47.750,Open
58bfcbe60ccb2667fe26b81c,2010-03-26 17:24:55.709,Closed,2009-09-18 23:14:18.707,Open
58bfcb110ccb2667fe26a710,2009-02-13 21:18:49.483,Closed,2008-11-19 01:13:43.098,Open
58bfcb120ccb2667fe26a72b,2009-02-13 21:18:49.122,Closed,2008-09-17 00:21:20.237,Open
58bfcb1d0ccb2667fe26a7fd,2009-02-13 21:18:50.755,Closed,2008-12-12 19:55:08.863,Open
58bfcb1f0ccb2667fe26a827,2009-02-13 21:18:50.361,Closed,2009-01-31 02:21:26.742,Open
58bfcc260ccb2667fe26beee,2010-03-26 17:25:08.725,Closed,2010-01-27 21:08:08.584,Open
58bfcc260ccb2667fe26beee,2010-03-26 17:25:08.725,Closed,2010-03-05 23:11:45.352,Open
58bfcb710ccb2667fe26adce,2009-07-08 20:24:02.717,Closed,2009-04-16 20:47:05.490,Open
58bfcb9f0ccb2667fe26b1f4,2009-07-08 20:24:04.542,Closed,2009-05-19 18:17:08.683,Open
58bfcbb10ccb2667fe26b35c,2009-07-08 20:24:06.218,Closed,2009-06-30 20:00:59.496,Open
58bfcbb10ccb2667fe26b35c,2009-07-08 20:24:06.218,Closed,2009-06-30 18:58:11.354,Open
58bfcbbb0ccb2667fe26b419,2009-09-05 22:36:19.033,Closed,2009-06-04 17:23:37.997,Open
58bfcbbb0ccb2667fe26b419,2009-09-05 22:36:19.033,Closed,2009-07-22 05:13:33.033,Open
58bfcacd0ccb2667fe26a1ae,2008-10-26 01:10:41.111,Closed,2008-07-29 22:33:32.495,Open
58bfcacd0ccb2667fe26a1ae,2008-10-26 01:10:41.111,Closed,2008-07-25 05:59:52.405,Open
58bfcbf60ccb2667fe26b9e6,2010-03-26 17:25:00.536,Closed,2009-11-05 21:45:09.940,Open
58bfcbca0ccb2667fe26b583,2010-03-26 17:25:01.749,Closed,2009-11-02 20:41:29.927,Open
